key,slus,sles
FE.Level.RandomLand,0x1cfec08,0x1ce5bf0
FE.Level.RumDeal,0x1cff6e0,0x1ce6540
FE.Level.Schools,0x1cfbc48,0x1ce501c
FE.Level.Sheep1,0x1d006f8,0x1ce5ac4
FE.Level.Sheep2,0x1d00700,0x1ce5ac8
FE.Level.Sheep3,0x1d00708,0x1ce5acc
FE.Level.Showdown,0x1cfc92c,0x1ce6028
FE.Level.Spacestation,0x1cfc968,0x1ce4908
FE.Level.TargetHunt,0x1cff704,0x1ce3e54
FE.Level.TargetHunt2,0x1d01110,0x1ce5cf8
FE.Level.TargetHunt3,0x1d01114,0x1ce5d00
FE.Level.Timbers,0x1cfe27c,0x1ce69e4
FE.Level.Tree,0x1d00890,0x1ce57a8
FE.Level.TrialOfTheDamned,0x1d00e88,0x1ce5440
FE.Level.Tutorial1,0x1cff5b8,0x1ce6d78
FE.Level.Tutorial2,0x1cff5d0,0x1ce6d7c
FE.Level.Tutorial3,0x1cff5d4,0x1ce6d80
FE.Level.Tutorial4,0x1cff5d8,0x1ce6d84
FE.Level.Tutorial5,0x1cff5dc,0x1ce6d88
FE.Level.User,0x1cfd5b8,0x1ce4be8
FE.Level.Weapons,0x1d0137c,0x1ce7880
FE.LevelTable,0x1cfccc4,0x1ce4c54
FE.LevelToUse,0x1cfef50,0x1ce4314
FE.ListControlElementBorderSize,0x1d00804,0x1ce63a8
FE.ListControlElementSize,0x1cfe5cc,0x1ce3fd8
FE.ListControlElementTrans,0x1cff23c,0x1ce5f0c
FE.LoadSaveEnabled,0x1cfb7dc,0x1ce40b4
FE.LockedList,0x1cfc840,0x1ce4000
FE.LogOn,0x1d003e8,0x1ce57bc
FE.MainMenu,0x1d00104,0x1ce4538
FE.Medal.Bronze,0x1cfc254,0x1ce4388
FE.Medal.Gold,0x1d00350,0x1ce4910
FE.Medal.None,0x1d01068,0x1ce7840
FE.Medal.Result,0x1d00ad4,0x1ce4d64
FE.Medal.Silver,0x1cfc8f8,0x1ce4728
FE.MenuTextColour,0x1cfd178,0x1ce4de8
FE.MinScrollButtonHeight,0x1cfd680,0x1ce73c0
FE.Mission.Unlock,0x1cfc99c,0x1ce68c8
FE.MissionFailure,0x1cfd464,0x1ce4118
FE.MouseSize,0x1cfe5c8,0x1ce4938
FE.MultiLevels,0x1d00dfc,0x1ce61cc
FE.MultiStateTest,0x1cfda00,0x1ce78d0
FE.MultiplayerMenu,0x1cfdc08,0x1ce69a8
FE.NewMenu0,0x1d01130,0x1ce4430
FE.NewScheme,0x1cfdfc4,0x1ce60e4
FE.NewTeam,0x1cfe4e4,0x1ce3d64
FE.NextMenu,0x1cfe508,0x1ce4a08
FE.Options,0x1cfc87c,0x1ce7a0c
FE.PS2.BOOT.Load_Failed,0x1d00748,0x1ce3a50
FE.PS2.BootNoCard,0x1d00b90,0x1ce5914
FE.PS2.BootNoSpace,0x1cfdbd8,0x1ce43e4
FE.PS2.InsertController,0x1cfe1f8,0x1ce4ba8
FE.PS2.LOAD.Choose_Slot,0x1cfe814,0x1ce4084
FE.PS2.LOAD.Confirm_Load,0x1cfe280,0x1ce4dc0
FE.PS2.LOAD.Data_Corrupt,0x1d0111c,0x1ce4400
FE.PS2.LOAD.Do_Load,0x1cfddc0,0x1ce69ec
FE.PS2.LOAD.Load_Failed,0x1cff000,0x1ce7764
FE.PS2.LOAD.Load_Success,0x1cff3bc,0x1ce540c
FE.PS2.LOAD.No_Card,0x1d00688,0x1ce4df4
FE.PS2.LOAD.No_Data,0x1cfe934,0x1ce4b18
FE.PS2.SAVE.Choose_Slot,0x1d01080,0x1ce65e0
FE.PS2.SAVE.Confirm_End,0x1cfc844,0x1ce7070
FE.PS2.SAVE.Confirm_Overwrite,0x1cfeac8,0x1ce5924
FE.PS2.SAVE.Confirm_Save,0x1cfd6c8,0x1ce5c98
FE.PS2.SAVE.Do_Format,0x1cfe284,0x1ce4c30
FE.PS2.SAVE.Do_Overwrite,0x1cfc288,0x1ce5ca4
FE.PS2.SAVE.Do_Save,0x1cfe18c,0x1ce5df4
FE.PS2.SAVE.Format_Confirm,0x1cfb964,0x1ce4708
FE.PS2.SAVE.Format_Failed,0x1cfca94,0x1ce3f20
FE.PS2.SAVE.Format_Success,0x1cfdd44,0x1ce6e00
FE.PS2.SAVE.No_Card,0x1cfbf0c,0x1ce5c40
FE.PS2.SAVE.No_Space,0x1cff7c8,0x1ce4558
FE.PS2.SAVE.Overwrite_Failed,0x1cfe008,0x1ce5630
FE.PS2.SAVE.Save_Failed,0x1d01408,0x1ce6000
FE.PS2.SAVE.Save_Success,0x1cfdbc0,0x1ce6fb8
FE.PS2.Slot1.Avail,0x1d01460,0x1ce5700
FE.PS2.Slot2.Avail,0x1cfefa0,0x1ce5950
FE.PS2Water,0x1cfda38,0x1ce72c8
FE.Page,0x1cfd508,0x1ce5944
FE.PauseMenu,0x1cfdbc8,0x1ce4ed8
FE.PauseOptions,0x1cfdcfc,0x1ce6c2c
FE.PlayStation2DemoMenu,0x1d01288,0x1ce4d54
FE.PopTeamAdjust,0x1cfde40,0x1ce6730
FE.PopUnlocked,0x1d010c0,0x1ce4a00
FE.PostCampaign,0x1cfbaa8,0x1ce4e88
FE.PostCampaignFailure,0x1cfe444,0x1ce4ad4
FE.PostChallenge,0x1cfc384,0x1ce63e4
FE.PostChallengeFailure,0x1cfd908,0x1ce50c4
FE.PostMatchScreen,0x1cfe3e8,0x1ce3ad8
FE.PostTutorial,0x1cfd720,0x1ce5e84
FE.PostTutorialFailure,0x1cff104,0x1ce5f64
FE.QuitConfirmPopUp,0x1cfc03c,0x1ce6864
FE.RandomLevels,0x1cff1bc,0x1ce64cc
FE.RandomWormNames,0x1d003bc,0x1ce4e64
FE.Red,0x1cfcdf0,0x1ce5d0c
FE.Scheme.Allaction,0x1cffed4,0x1ce75cc
FE.Scheme.Beginner,0x1cfd33c,0x1ce5c28
FE.Scheme.Bng,0x1cfbb4c,0x1ce605c
FE.Scheme.Close,0x1cff428,0x1ce707c
FE.Scheme.Fruity,0x1cfdb64,0x1ce7314
FE.Scheme.Pro,0x1d00644,0x1ce4d80
FE.Scheme.Shopping,0x1cfe1d4,0x1ce78c0
FE.Scheme.Sinking,0x1cfda2c,0x1ce3a78
FE.Scheme.Sniper,0x1cfed6c,0x1ce77b8
FE.Scheme.Standard,0x1cfffc0,0x1ce4420
FE.Scheme.Standdeliver,0x1d008a0,0x1ce4cd0
FE.Scheme.Sticky,0x1cfd728,0x1ce7610
FE.Scheme.Strategy,0x1d00d58,0x1ce4e78
FE.Scheme.Suddensink,0x1d0139c,0x1ce5fb8
FE.Scheme.WeaponTest,0x1cfb918,0x1ce6130
FE.SchemeConfirm,0x1cffde4,0x1ce3ef4
FE.SchemeList,0x1cfe840,0x1ce5060
FE.Screen.Language,0x1cfc9f4,0x1ce6be8
FE.Screen.Multiplayer,0x1d005bc,0x1ce6cec
FE.Screen.TeamOptions,0x1d004fc,0x1ce622c
FE.Screen.Wormpot,0x1cff338,0x1ce5fd0
FE.ScreenAdjust,0x1cfd0c4,0x1ce3d94
FE.ScrollBorderEncroachment,0x1d00208,0x1ce55d0
FE.ScrollThickness,0x1cffdfc,0x1ce5b2c
FE.SelectedCellBackground,0x1d00b80,0x1ce3b60
FE.SelectedTeam,0x1cfef64,0x1ce3b64
FE.ShadowOffset,0x1cffb80,0x1ce63a4
FE.Show.Team.MostAccurate,0x1cfce48,0x1ce4924
FE.Show.Team.MostBoring,0x1cfb94c,0x1ce4a0c
FE.Show.Team.MostEntertaining,0x1cfbc90,0x1ce56ac
FE.Show.Team.MostExciting,0x1cfe58c,0x1ce557c
FE.Show.Team.MostGreedy,0x1cfdb94,0x1ce6ac4
FE.Show.Team.MostStrategic,0x1cff03c,0x1ce459c
FE.Show.Team.MostUseless,0x1d00e3c,0x1ce66bc
FE.Show.Worm.BestShot,0x1cfe7c0,0x1ce73d0
FE.Show.Worm.LeastPopular,0x1cfc738,0x1ce46c8
FE.Show.Worm.MostAccurate,0x1d00dc4,0x1ce3c18
FE.Show.Worm.MostBoring,0x1cfd24c,0x1ce6adc
FE.Show.Worm.MostEntertaining,0x1d011cc,0x1ce785c
FE.Show.Worm.MostGreedy,0x1cfda14,0x1ce7114
FE.Show.Worm.MostInteresting,0x1cfd5cc,0x1ce668c
FE.Show.Worm.MostStrategic,0x1cff0bc,0x1ce55bc
FE.Show.Worm.MostUseless,0x1cffe3c,0x1ce3c2c
FE.Show.Worm.OfTheMatch,0x1cfd790,0x1ce58b0
FE.Show.Worm.QuickestOut,0x1d00940,0x1ce5860
FE.Show.Worm.SurvivalAward,0x1cfed00,0x1ce3770
FE.Show.Worm.WeaponLover,0x1cfe5b8,0x1ce3ca8
FE.ShowMenuBackdrop,0x1cfc3f0,0x1ce57d0
FE.SilverAward,0x1cfb998,0x1ce6ca0
FE.SinglePlayerMenu,0x1d00044,0x1ce66d8
FE.SoundBankStore,0x1cfee04,0x1ce76f4
FE.SoundBanks,0x1cffb00,0x1ce67cc
FE.SoundOptions,0x1cfd9fc,0x1ce5fcc
FE.Spanish,0x1d00c1c,0x1ce6490
FE.SpecialWeaponList,0x1cfdc80,0x1ce5120
FE.Switch1,0x1cfe274,0x1ce6cf4
FE.TeamAward.Accurate,0x1d0106c,0x1ce7858
FE.TeamAward.Boring,0x1cfe3a4,0x1ce3a7c
FE.TeamAward.Darkside,0x1cff0d8,0x1ce5f24
FE.TeamAward.Entertaining,0x1d00a60,0x1ce43b4
FE.TeamAward.Exciting,0x1cfdb9c,0x1ce373c
FE.TeamAward.Greedy,0x1cfea94,0x1ce5f34
FE.TeamAward.Poor,0x1cfee1c,0x1ce7558
FE.TeamAward.Strategic,0x1cfc074,0x1ce63bc
FE.TeamConfirm,0x1cfd3e4,0x1ce5e64
FE.TeamsInLocalGame,0x1cff0c4,0x1ce4624
FE.TempList,0x1d00cc0,0x1ce5280
FE.TempTeamStore,0x1cfb844,0x1ce6e84
FE.TempText1,0x1cfff74,0x1ce75a4
FE.TestFloat,0x1d01480,0x1ce45f0
FE.TextBoxBackground,0x1d01144,0x1ce53e0
FE.TextBoxFadeTime,0x1cfd910,0x1ce5a24
FE.TextBoxTextSize,0x1d01050,0x1ce6414
FE.TextCursor.Flash,0x1cfdd10,0x1ce5984
FE.Tip.100H,0x1cffb18,0x1ce3f40
FE.Tip.1Human1CPU,0x1cfce0c,0x1ce42cc
FE.Tip.1Shot,0x1d004d0,0x1ce54b8
FE.Tip.2Humans,0x1cfbb3c,0x1ce77c0
FE.Tip.4Humans,0x1cfca98,0x1ce5694
FE.Tip.Accept,0x1cfc700,0x1ce49b0
FE.Tip.AcceptGameSettings,0x1cfd694,0x1ce4684
FE.Tip.AcceptTeam,0x1d004e8,0x1ce45f8
FE.Tip.AcceptWeaponOptions,0x1d012bc,0x1ce3b48
FE.Tip.AddTeam,0x1cfc3ac,0x1ce6294
FE.Tip.AllObjects,0x1cfdc18,0x1ce45ac
FE.Tip.Allied,0x1cfe51c,0x1ce422c
FE.Tip.Ammo,0x1cff9ec,0x1ce477c
FE.Tip.AmmoCrate,0x1cfc684,0x1ce494c
FE.Tip.Arctic,0x1d00c18,0x1ce630c
FE.Tip.Artillery,0x1cfd2d8,0x1ce3ab4
FE.Tip.ArtilleryOn,0x1cff568,0x1ce4e0c
FE.Tip.Astrike,0x1cffc5c,0x1ce7288
FE.Tip.Axe,0x1cfc8cc,0x1ce6e04
FE.Tip.Back,0x1d00bec,0x1ce41c8
FE.Tip.Banana,0x1d004b4,0x1ce5248
FE.Tip.Barracks,0x1cfccc0,0x1ce4614
FE.Tip.Bat,0x1cfc84c,0x1ce6d50
FE.Tip.Bazooka,0x1cfe3b4,0x1ce4110
FE.Tip.Binoculars,0x1cfd064,0x1ce6a5c
FE.Tip.Blowpipe,0x1d011d4,0x1ce4814
FE.Tip.BridgeK,0x1cfea1c,0x1ce429c
FE.Tip.Bridges,0x1cfeacc,0x1ce433c
FE.Tip.Briefing,0x1cfd314,0x1ce5940
FE.Tip.CShower,0x1cff8b8,0x1ce4c90
FE.Tip.CampaignMenu,0x1cfe820,0x1ce3bd4
FE.Tip.CampaignReturn,0x1d00030,0x1ce6078
FE.Tip.Cancel,0x1cff4e0,0x1ce4ef8
FE.Tip.CancelGameSettings,0x1cfe764,0x1ce3fbc
FE.Tip.CancelReturnToOptions,0x1cfcc3c,0x1ce709c
FE.Tip.CancelTeam,0x1cfc7a4,0x1ce680c
FE.Tip.ChallengeMenu,0x1cfd0cc,0x1ce582c
FE.Tip.ChallengeReturn,0x1cffed0,0x1ce432c
FE.Tip.ChallengeText,0x1cfba4c,0x1ce4654
FE.Tip.Cluster,0x1cfcf78,0x1ce4f0c
FE.Tip.ConsoleController,0x1d00cfc,0x1ce7368
FE.Tip.ControllerScreen,0x1cfeb28,0x1ce5cb0
FE.Tip.CreateNewTeam,0x1cfd04c,0x1ce4678
FE.Tip.CreateScheme,0x1cfddb0,0x1ce737c
FE.Tip.DandG,0x1cfe0d0,0x1ce77e4
FE.Tip.Delay,0x1d00d54,0x1ce4580
FE.Tip.DeleteScheme,0x1d010c8,0x1ce78d4
FE.Tip.DeleteTeam,0x1d00064,0x1ce5a74
FE.Tip.DemoDM,0x1cfff70,0x1ce3ee4
FE.Tip.DemoDR,0x1cffed8,0x1ce3e3c
FE.Tip.DemoTutorial,0x1cff8f0,0x1ce6454
FE.Tip.DemoVs,0x1d001d4,0x1ce41c4
FE.Tip.DisplayTimeNo,0x1cff33c,0x1ce67f4
FE.Tip.DisplayTimeYes,0x1d005fc,0x1ce3d60
FE.Tip.Donkey,0x1cfd994,0x1ce3858
FE.Tip.EQuake,0x1cff4cc,0x1ce4a98
FE.Tip.EditTeamDetails,0x1cff8bc,0x1ce405c
FE.Tip.England%20,0x1d002dc,0x1ce72cc
FE.Tip.EnterHighscore,0x1cff6a4,0x1ce45a4
FE.Tip.EnvironmentToggle,0x1cfcd44,0x1ce5e1c
FE.Tip.EorE,0x1cff918,0x1ce3bfc
FE.Tip.Equake,0x1cfc850,0x1ce7a08
FE.Tip.FallDamage,0x1cfec10,0x1ce6bdc
FE.Tip.FallDamageOff,0x1cffc10,0x1ce4fdc
FE.Tip.FallDamageOn,0x1cfdeec,0x1ce7770
FE.Tip.Fball,0x1cfd1e0,0x1ce6da4
FE.Tip.FinalCampaignReturn,0x1cffa2c,0x1ce7240
FE.Tip.Flag,0x1cfcb14,0x1ce6b78
FE.Tip.Flame,0x1cfdb14,0x1ce5a94
FE.Tip.Forward,0x1cfc918,0x1ce5380
FE.Tip.Freeze,0x1cfc644,0x1ce4124
FE.Tip.FstWalk,0x1cff62c,0x1ce3a64
FE.Tip.GameSettings,0x1cfdbdc,0x1ce6d38
FE.Tip.Gas,0x1cfdc48,0x1ce3e1c
FE.Tip.Generate,0x1cff144,0x1ce41f8
FE.Tip.Generating,0x1cfe0e8,0x1ce6738
FE.Tip.Girder,0x1cfe37c,0x1ce3a1c
FE.Tip.GiveUp,0x1cfca30,0x1ce5e10
FE.Tip.Grenade,0x1cfd060,0x1ce5ad0
FE.Tip.HC25,0x1cff944,0x1ce3c84
FE.Tip.HFric,0x1d00f50,0x1ce3f4c
FE.Tip.HIC,0x1cfd914,0x1ce3ae4
FE.Tip.Health,0x1cff150,0x1ce3d50
FE.Tip.Highscore,0x1d01088,0x1ce44b8
FE.Tip.HolyHG,0x1cfe354,0x1ce5af0
FE.Tip.HomingM,0x1cfca24,0x1ce3d3c
FE.Tip.Horror,0x1cfd5f8,0x1ce3b10
FE.Tip.Hotseat0,0x1cfe760,0x1ce7980
FE.Tip.Hotseat10,0x1d00f70,0x1ce5eec
FE.Tip.Hotseat15,0x1d00f8c,0x1ce5f00
FE.Tip.Hotseat5,0x1cfe798,0x1ce7994
FE.Tip.HumanOrCPU,0x1d00994,0x1ce7974
FE.Tip.Image,0x1cfe1b4,0x1ce4b84
FE.Tip.Indest,0x1cfde08,0x1ce6484
FE.Tip.Intermediate,0x1cfdbe8,0x1ce5eac
FE.Tip.JetPac,0x1cfdbe0,0x1ce6e40
FE.Tip.Jetpack,0x1cfc65c,0x1ce77ec
FE.Tip.LFric,0x1cfdc1c,0x1ce7734
FE.Tip.LandAmount,0x1cfdc58,0x1ce4b3c
FE.Tip.LandDistance,0x1cfd760,0x1ce3934
FE.Tip.LandFileName,0x1cffbc8,0x1ce4320
FE.Tip.LandHeight,0x1cfbf80,0x1ce7040
FE.Tip.LandSelect,0x1cfd7ac,0x1ce4984
FE.Tip.LandSize,0x1cfe1cc,0x1ce4b88
FE.Tip.LandSmallObjects,0x1cfd6c0,0x1ce5008
FE.Tip.Landscape,0x1cfe0c8,0x1ce40f0
FE.Tip.LandscapeCode,0x1d00008,0x1ce74a4
FE.Tip.Laser,0x1cfc468,0x1ce581c
FE.Tip.Load,0x1cfe0c0,0x1ce3944
FE.Tip.LoadGame,0x1cfcdd4,0x1ce665c
FE.Tip.LoadGames,0x1cfda20,0x1ce43ac
FE.Tip.LotteryStrike,0x1cfc8d4,0x1ce3bf8
FE.Tip.LowGrav,0x1cfce68,0x1ce7808
FE.Tip.Lunar,0x1cfcdd8,0x1ce5ea8
FE.Tip.MadCow,0x1cfdb60,0x1ce7710
FE.Tip.MapName,0x1cfc898,0x1ce614c
FE.Tip.MaxFal,0x1cff4e4,0x1ce5b7c
FE.Tip.MedalAwarded,0x1cfbb48,0x1ce5bb4
FE.Tip.MedalCabinet,0x1d00f18,0x1ce4b60
FE.Tip.MedalMissionName,0x1cfbc54,0x1ce5800
FE.Tip.MegaMine,0x1d002f0,0x1ce4ad0
FE.Tip.Mine,0x1cffd94,0x1ce5608
FE.Tip.MineFuse,0x1cfdf5c,0x1ce6338
FE.Tip.MineOnlyObjects,0x1cff094,0x1ce796c
FE.Tip.MissionHistory,0x1cfee98,0x1ce5cf4
FE.Tip.MissionName,0x1cff784,0x1ce7714
FE.Tip.MissionStatus,0x1d004cc,0x1ce5edc
FE.Tip.MissionText,0x1cfd30c,0x1ce4488
FE.Tip.Mono,0x1cfc7ec,0x1ce3afc
FE.Tip.MoreOptions,0x1cfd058,0x1ce3a04
FE.Tip.Mortar,0x1cfdef8,0x1ce3f48
FE.Tip.Mstrike,0x1cfc6d4,0x1ce3844
FE.Tip.MultiplayerMenu,0x1d00d24,0x1ce5db8
FE.Tip.NA,0x1cfc8f4,0x1ce64ac
FE.Tip.NewSave,0x1cfc398,0x1ce404c
FE.Tip.NewSaveName,0x1d01264,0x1ce5678
FE.Tip.NewTeamName,0x1cfd9d8,0x1ce7410
FE.Tip.NewThemeSelect,0x1cfdd0c,0x1ce6dc8
FE.Tip.NewVsCPU,0x1cfe0cc,0x1ce50d0
FE.Tip.NextMission,0x1cfbca8,0x1ce3798
FE.Tip.NextTutorial,0x1cfc424,0x1ce5034
FE.Tip.NextWeapon,0x1cfe26c,0x1ce5dbc
FE.Tip.No,0x1cfc9ac,0x1ce657c
FE.Tip.NoObjects,0x1d00768,0x1ce46bc
FE.Tip.NoSurr,0x1cfdfc8,0x1ce6498
FE.Tip.Nuke,0x1d00e9c,0x1ce3f34
FE.Tip.NumberWorms,0x1cfc514,0x1ce3b2c
FE.Tip.OWoman,0x1cfc8ec,0x1ce5500
FE.Tip.Objects,0x1cfb81c,0x1ce7934
FE.Tip.OilOnlyObjects,0x1cfcdcc,0x1ce56b0
FE.Tip.OnlyC,0x1cfbafc,0x1ce7784
FE.Tip.OptionsGameOptions,0x1cff330,0x1ce566c
FE.Tip.OptionsLoadScheme,0x1cfd544,0x1ce4090
FE.Tip.OptionsMenu,0x1cfcac8,0x1ce7964
FE.Tip.OptionsSaveScheme,0x1cff488,0x1ce38c0
FE.Tip.OptionsSoundOptions,0x1cff384,0x1ce3acc
FE.Tip.OptionsTeamSelect,0x1cfcbd8,0x1ce7280
FE.Tip.OptionsVideoOptions,0x1cff848,0x1ce4450
FE.Tip.OptionsWeaponOptions,0x1cfbe40,0x1ce3dcc
FE.Tip.OptionsWormapedia,0x1cfd7f4,0x1ce4698
FE.Tip.PAnimal,0x1cfcbf4,0x1ce5cb4
FE.Tip.PClus,0x1cfcdd0,0x1ce4d4c
FE.Tip.PExpl,0x1d000e4,0x1ce72b8
FE.Tip.PGuns,0x1cfd260,0x1ce6cbc
FE.Tip.PHand,0x1d00210,0x1ce594c
FE.Tip.PS2MTControllerConfirm,0x1cfbc64,0x1ce46f0
FE.Tip.PS2MTPortSelect,0x1d002e4,0x1ce4acc
FE.Tip.PS2MTStart,0x1cfca9c,0x1ce59b0
FE.Tip.PadReverseY,0x1cfcde4,0x1ce48bc
FE.Tip.PadTeams,0x1cfdefc,0x1ce447c
FE.Tip.PadVibOff,0x1cfd894,0x1ce5688
FE.Tip.PadVibOn,0x1cfee28,0x1ce7594
FE.Tip.Para,0x1cff6f4,0x1ce4164
FE.Tip.Petrol,0x1cffc20,0x1ce4690
FE.Tip.Pigeon,0x1cfc934,0x1ce5230
FE.Tip.Pirate,0x1cfe254,0x1ce394c
FE.Tip.PlayAgain,0x1cff328,0x1ce5818
FE.Tip.PlayGame,0x1d013cc,0x1ce4228
FE.Tip.PlaySpeech,0x1d00054,0x1ce6474
FE.Tip.Please,0x1cfec98,0x1ce65f8
FE.Tip.PostQuit,0x1cfe544,0x1ce4260
FE.Tip.Power,0x1d004c8,0x1ce45d4
FE.Tip.PreviousMission,0x1cff080,0x1ce7318
FE.Tip.PreviousScreen,0x1cff8f4,0x1ce6458
FE.Tip.PreviousTutorial,0x1cfddac,0x1ce6e78
FE.Tip.PreviousWeapon,0x1d00468,0x1ce70fc
FE.Tip.Prod,0x1cfe00c,0x1ce4500
FE.Tip.QuickStart,0x1d014c0,0x1ce4764
FE.Tip.QuitConfirm,0x1cfcb64,0x1ce619c
FE.Tip.QuitMission,0x1cfd868,0x1ce72e8
FE.Tip.QuitToWindows,0x1d00c08,0x1ce66fc
FE.Tip.QuitTutorial,0x1cfeda8,0x1ce63d0
FE.Tip.RT0,0x1cfe4b0,0x1ce67a8
FE.Tip.RT10,0x1cfc060,0x1ce6868
FE.Tip.RT15,0x1cfc080,0x1ce687c
FE.Tip.RT20,0x1cfbff0,0x1ce6820
FE.Tip.RT25,0x1cfc00c,0x1ce6840
FE.Tip.RT30,0x1cfbfb0,0x1ce67e0
FE.Tip.RT5,0x1cfe4c8,0x1ce421c
FE.Tip.RandomName,0x1cffa50,0x1ce4668
FE.Tip.Ready,0x1cfd290,0x1ce6e08
FE.Tip.RemoveTeam,0x1cfd5e4,0x1ce734c
FE.Tip.Retreat3,0x1cff6d0,0x1ce606c
FE.Tip.Retry,0x1cfeb2c,0x1ce6a64
FE.Tip.RetryTutorial,0x1cfe624,0x1ce4788
FE.Tip.ReturnToLogOn,0x1d00e68,0x1ce6668
FE.Tip.ReturnToMM,0x1d00eb0,0x1ce5784
FE.Tip.ReturnToSP,0x1d00830,0x1ce5118
FE.Tip.Rope,0x1cfed64,0x1ce5568
FE.Tip.SAnimal,0x1d004e4,0x1ce5ef8
FE.Tip.SClus,0x1cfb820,0x1ce3aac
FE.Tip.SDHealth,0x1cfd520,0x1ce770c
FE.Tip.SDNothing,0x1cfde8c,0x1ce389c
FE.Tip.SDNuke,0x1cfdf0c,0x1ce778c
FE.Tip.SDWater,0x1cfcd38,0x1ce5e08
FE.Tip.SExpl,0x1cfeb20,0x1ce5fc0
FE.Tip.SGuns,0x1cfbc98,0x1ce59bc
FE.Tip.SHand,0x1cfec44,0x1ce465c
FE.Tip.SQGame,0x1d00358,0x1ce6a28
FE.Tip.SRope,0x1cfbbe0,0x1ce6404
FE.Tip.SSheep,0x1d011b0,0x1ce38f8
FE.Tip.Save,0x1d003cc,0x1ce6ce8
FE.Tip.SaveGame,0x1cfd7c8,0x1ce39a4
FE.Tip.SaveList,0x1cfd404,0x1ce40d0
FE.Tip.Scales,0x1d002e0,0x1ce7448
FE.Tip.Scheme,0x1cffdec,0x1ce70d4
FE.Tip.SchemeName,0x1cfe010,0x1ce5614
FE.Tip.ScreenAdjust,0x1cfc870,0x1ce739c
FE.Tip.SeeFlag,0x1cfd154,0x1ce6988
FE.Tip.SelectLand,0x1cffa40,0x1ce7090
FE.Tip.SelectedTeam,0x1cfd4a4,0x1ce5758
FE.Tip.SelectedTheme,0x1cfe710,0x1ce6508
FE.Tip.SelectedThemeTEMP,0x1cfd9f0,0x1ce3a70
FE.Tip.SelectedTime,0x1cfe998,0x1ce6c68
FE.Tip.Sheep,0x1cfc1f0,0x1ce3e60
FE.Tip.SheepC,0x1cfc128,0x1ce6df8
FE.Tip.Shotgun,0x1cfc05c,0x1ce7048
FE.Tip.SinglePlayerMenu,0x1cfd69c,0x1ce5f78
FE.Tip.SkillBad,0x1d00488,0x1ce3dc0
FE.Tip.SkillGood,0x1cfe994,0x1ce7400
FE.Tip.SkillHuman,0x1cfd928,0x1ce3b14
FE.Tip.SkillOK,0x1d0119c,0x1ce6688
FE.Tip.SkillPerfect,0x1cfe2cc,0x1ce6744
FE.Tip.SkillVGood,0x1cfcbf8,0x1ce5fa0
FE.Tip.SkipGo,0x1d004ec,0x1ce4b1c
FE.Tip.SoundOptionsAccept,0x1cfd75c,0x1ce3d68
FE.Tip.SpecW,0x1cfec4c,0x1ce672c
FE.Tip.SpecialWeapon,0x1cfcb34,0x1ce5288
FE.Tip.SpecialWeapons,0x1cff53c,0x1ce396c
FE.Tip.SpecialWpOff,0x1cfde58,0x1ce73a8
FE.Tip.SpecialWpOn,0x1cfee68,0x1ce6c88
FE.Tip.Speech,0x1cfe39c,0x1ce3a28
FE.Tip.StartGame,0x1cfd610,0x1ce5c2c
FE.Tip.Stereo,0x1d0034c,0x1ce4330
FE.Tip.StickyBomb,0x1cff12c,0x1ce4b08
FE.Tip.Stockpiling,0x1d0112c,0x1ce5104
FE.Tip.StockpilingAnti,0x1cff194,0x1ce75dc
FE.Tip.StockpilingOff,0x1cffc88,0x1ce523c
FE.Tip.StockpilingOn,0x1cfb868,0x1ce3cac
FE.Tip.Sure,0x1cff514,0x1ce77c8
FE.Tip.Surrou,0x1d00fd8,0x1ce77e8
FE.Tip.TNT,0x1d00990,0x1ce6d24
FE.Tip.TT15,0x1cfe9c8,0x1ce521c
FE.Tip.TT20,0x1cfe988,0x1ce51c8
FE.Tip.TT30,0x1cfe94c,0x1ce51c4
FE.Tip.TT45,0x1cfe924,0x1ce5124
FE.Tip.TT60,0x1cfe670,0x1ce4e94
FE.Tip.TT90,0x1cfe7dc,0x1ce4fd0
FE.Tip.Team%20,0x1cfc4fc,0x1ce4c14
FE.Tip.TeamName,0x1cfbe44,0x1ce6b24
FE.Tip.TeamRoster,0x1d014f8,0x1ce570c
FE.Tip.Teleport,0x1d00214,0x1ce5a8c
FE.Tip.TeleportIn,0x1cfd9e8,0x1ce38a8
FE.Tip.TeleportInOff,0x1d01514,0x1ce4790
FE.Tip.TeleportInOn,0x1d001ac,0x1ce525c
FE.Tip.Time,0x1cfee5c,0x1ce70f4
FE.Tip.Toggle,0x1cfd8cc,0x1ce652c
FE.Tip.ToggleMusic,0x1cff97c,0x1ce4edc
FE.Tip.Togglesfx,0x1cfdad0,0x1ce6230
FE.Tip.Tombstone,0x1cfe81c,0x1ce57f4
FE.Tip.TutorialMenu,0x1cfc0cc,0x1ce3884
FE.Tip.TutorialName,0x1cfb824,0x1ce3c48
FE.Tip.TutorialReturn,0x1d00a70,0x1ce7724
FE.Tip.TutorialText,0x1d005c8,0x1ce7608
FE.Tip.UC25,0x1cfed84,0x1ce55a4
FE.Tip.Unlock,0x1cfd6dc,0x1ce4d0c
FE.Tip.UserDefined,0x1d002d4,0x1ce5244
FE.Tip.UserLandscapes,0x1cfbfbc,0x1ce791c
